"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"WP_011681157.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_224102963.1","","DUF4832 domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681214.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681261.1","","IS5-like element ISSth7 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681336.1","","MFS transporter permease","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681337.1","","ThiF family adenylyltransferase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681339.1","","Rgg/GadR/MutR family transcriptional regulator","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681341.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681342.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"group_6383","","ATP-binding cassette domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_095559508.1","","IS3-like element ISSth6 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_153300736.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011225293.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621389.1","","(deoxy)nucleoside triphosphate pyrophosphohydrolase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014727399.1","","DUF2974 domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704060.1","","P-loop NTPase fold protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014727422.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_081005008.1","","bacteriocin","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621483.1","","type I restriction endonuclease","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608580.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704271.1","","Asp23/Gls24 family envelope stress response protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608124.1","","multidrug efflux MFS transporter","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_002948550.1","","ABC transporter permease","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_002948547.1","","ABC transporter ATP-binding protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608470.1","","DUF917 family protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011226203.1","","urocanate hydratase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608469.1","","aromatic amino acid lyase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680865.1","","ABC transporter permease","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014608508.1","","ABC transporter permease","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011680936.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014727560.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014607872.1","","peptide ABC transporter substrate-binding protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_011681563.1","","thioredoxin family protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_054571824.1","","CHAP domain-containing protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_014621488.1","","PrsW family glutamic-type intramembrane protease","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_024704126.1","","histidine phosphatase family protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"csm6","","type III-A CRISPR-associated CARF protein Csm6","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_041827390.1","","hypothetical protein","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_002947843.1","","IS256 family transposase","3","0","3","20","50.0","100.0","inf","0.0076923076923077005","1.0","0.17483325922632298","1","1","0","1.0","1.0"
"WP_002948904.1","","DUF4649 family protein","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"WP_011680725.1","","amino acid ABC transporter substrate-binding protein","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"WP_014621440.1","","HAMP domain-containing histidine kinase","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"WP_014608678.1","","DUF554 domain-containing protein","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"WP_011681682.1","","helix-turn-helix transcriptional regulator","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"WP_024703956.1","","glycosyltransferase family 2 protein","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"WP_024703933.1","","hypothetical protein","4","2","2","18","66.66666666666666","90.0","18.0","0.012904486817530304","1.0","0.2919846416232496","1","1","1","1.0","1.0"
"nusG","","transcription termination/antitermination protein NusG","6","8","0","12","100.0","60.0","inf","0.017056856187290997","1.0","0.3849540986963354","1","1","0","1.0","1.0"
"WP_011226119.1","","phosphoglycerate mutase","6","8","0","12","100.0","60.0","inf","0.017056856187290997","1.0","0.3849540986963354","1","1","0","1.0","1.0"
"purB","","adenylosuccinate lyase","6","8","0","12","100.0","60.0","inf","0.017056856187290997","1.0","0.3849540986963354","1","1","0","1.0","1.0"
"rplU","","50S ribosomal protein L21","6","8","0","12","100.0","60.0","inf","0.017056856187290997","1.0","0.3849540986963354","1","1","0","1.0","1.0"
"rpsF","","30S ribosomal protein S6","6","9","0","11","100.0","55.00000000000001","inf","0.0237458193979933","1.0","0.5338736066430667","1","1","0","1.0","1.0"
"WP_002887066.1","","50S ribosomal protein L23","6","9","0","11","100.0","55.00000000000001","inf","0.0237458193979933","1.0","0.5338736066430667","1","1","0","1.0","1.0"
"rplD","","50S ribosomal protein L4","6","9","0","11","100.0","55.00000000000001","inf","0.0237458193979933","1.0","0.5338736066430667","1","1","0","1.0","1.0"
"rpsG","","30S ribosomal protein S7","6","9","0","11","100.0","55.00000000000001","inf","0.0237458193979933","1.0","0.5338736066430667","1","1","0","1.0","1.0"
"WP_001808393.1","","type B 50S ribosomal protein L31","0","11","6","9","0.0","45.0","0.0","0.0237458193979933","1.0","0.5338736066430667","1","0","1","1.0","1.0"
"atpD","","F0F1 ATP synthase subunit beta","0","11","6","9","0.0","45.0","0.0","0.0237458193979933","1.0","0.5338736066430667","1","0","1","1.0","1.0"
"WP_011681219.1","","DUF2194 domain-containing protein","3","1","3","19","50.0","95.0","19.0","0.02775919732441465","1.0","0.6217357436179656","1","1","1","1.0","1.0"
"pelG","","exopolysaccharide Pel transporter PelG","3","1","3","19","50.0","95.0","19.0","0.02775919732441465","1.0","0.6217357436179656","1","1","1","1.0","1.0"
"WP_022496456.1","","CotH kinase family protein","3","1","3","19","50.0","95.0","19.0","0.02775919732441465","1.0","0.6217357436179656","1","1","1","1.0","1.0"
"WP_014621746.1","","hypothetical protein","3","1","3","19","50.0","95.0","19.0","0.02775919732441465","1.0","0.6217357436179656","1","1","1","1.0","1.0"
"glf","","UDP-galactopyranose mutase","3","1","3","19","50.0","95.0","19.0","0.02775919732441465","1.0","0.6217357436179656","1","1","1","1.0","1.0"
"WP_014608166.1","","DNA/RNA non-specific endonuclease","3","1","3","19","50.0","95.0","19.0","0.02775919732441465","1.0","0.6217357436179656","1","1","1","1.0","1.0"
"WP_196332237.1","","transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014727514.1","","transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"group_1597","WP_101415600.1","IS3 family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"group_16","","ISL3 family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_148148898.1","","IS3-like element ISSth1b family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014607831.1","","glycosyltransferase family 2 protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014607830.1","","nucleotide sugar dehydrogenase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_002890617.1","","helix-turn-helix transcriptional regulator","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_011681043.1","","helix-turn-helix transcriptional regulator","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014608247.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_235290105.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014608343.1","","glycosyltransferase family 2 protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_224103235.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_002946796.1","","ABC transporter ATP-binding protein/permease","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_038694555.1","","LysM peptidoglycan-binding domain-containing protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_133244070.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_024704116.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_231102073.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"group_1841","","DNA-binding protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014727660.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_180364782.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014727480.1","","transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_011226681.1","","hypothetical protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_196332245.1","","ISL3 family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_144406661.1","","IS6 family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"group_282","","IS6 family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014621225.1","","YSIRK-type signal peptide-containing protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_235290119.1","","S8 family serine peptidase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_235290124.1","","Fn3-like domain-containing protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_014727479.1","","VanZ family protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"WP_230772658.1","","phosphopantetheine-binding protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"group_4","","ISL3 family transposase","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
"group_406","","DUF3862 domain-containing protein","2","0","4","20","33.33333333333333","100.0","inf","0.04615384615384608","1.0","0.9392135179369206","1","1","0","1.0","1.0"
